-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	217	-1	197	-1	189	-1	-1	-1	
-1	0	0	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	0	-1	0	0	0	0	0	-1	228	227	226	227	228	-1	218	-1	196	-1	190	-1	0	-1	
-1	0	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	-1	229	-1	225	-1	-1	-1	219	-1	195	-1	191	-1	0	-1	
-1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	0	0	-1	0	-1	230	-1	224	223	222	221	220	-1	194	193	192	-1	0	-1	
-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	0	-1	0	-1	231	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	
-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	-1	0	-1	0	0	0	0	0	-1	0	-1	0	-1	232	233	234	-1	244	245	246	-1	0	0	0	0	0	-1	
-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	235	-1	243	-1	247	-1	-1	-1	0	-1	-1	-1	
-1	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	-1	0	-1	0	0	0	-1	236	-1	242	-1	248	249	250	-1	0	0	0	-1	
-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	237	-1	241	-1	-1	-1	251	-1	0	-1	0	-1	
-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	-1	0	0	0	-1	238	239	240	-1	254	253	252	-1	0	-1	0	-1	
-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	255	-1	-1	-1	0	-1	0	-1	
-1	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	-1	270	269	268	269	270	-1	256	-1	0	0	0	-1	0	-1	
-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	267	-1	0	-1	257	-1	-1	-1	-1	-1	0	-1	
-1	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	0	0	-1	0	-1	266	-1	0	-1	258	-1	264	265	266	-1	0	-1	
-1	-1	-1	0	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	265	-1	-1	-1	259	-1	263	-1	267	-1	0	-1	
-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	-1	264	263	262	261	260	261	262	-1	268	269	270	-2	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
